,Variance
14651,2453.1875
14652,894.75
14653,3025.25
14654,2286.5
14655,4185.5
14656,117.5
14657,818.6875
14658,1152.1875
14659,1040.75
14660,22534.5
14661,11328.1875
14662,11146.5
14663,4024.75
14664,1190.5
14665,591.1875
14666,199.6875
14667,110.0
14668,511.25
14669,10187.6875
14670,43015.1875
14671,43498.1875
14672,5407.5
14673,2969.1875
14674,2879.1875
14675,1172.1875
14676,1896.5
14677,5365.6875
14678,23827.6875
14679,4267.5
14680,971.1875
14681,577.25
14682,35619.1875
14683,1603.5
14684,5791.6875
14685,10217.1875
14686,5937.5
14687,1939.0
14688,1304.1875
14689,275.1875
14690,332.25
14691,94.0
14692,541.25
14693,11700.6875
14694,46106.6875
14695,44080.6875
14696,1758.6875
14697,1086.6875
14698,2344.6875
14699,6132.6875
14700,6909.1875
14701,4721.1875
14702,6518.6875
14703,8174.75
14704,1188.6875
14705,637.6875
14706,6111.6875
14707,525.25
14708,27042.1875
14709,1762.6875
14710,8953.1875
14711,3592.6875
14712,3550.6875
14713,318.6875
14714,481.0
14715,34.75
14716,593.1875
14717,8720.1875
14718,48024.1875
14719,42027.6875
14720,2251.25
14721,190.6875
14722,3996.1875
14723,9858.5
14724,3615.1875
14725,8701.6875
14726,8068.6875
14727,214.6875
14728,8204.5
14729,4171.6875
14730,2135.25
14731,18113.6875
14732,7921.25
14733,20280.75
14734,12619.25
14735,2094.1875
14736,1785.6875
14737,471.1875
14738,516.5
14739,96.5
14740,1145.6875
14741,7250.1875
14742,43901.1875
14743,57089.6875
14744,1496.25
14745,1258.6875
14746,5944.5
14747,4623.6875
14748,4450.6875
14749,5282.25
14750,1370.0
14751,513.5
14752,696.6875
14753,315.25
14754,3488.5
14755,755.6875
14756,4455.5
14757,5737.25
14758,3750.75
14759,6386.0
14760,3806.0
14761,618.75
14762,865.6875
14763,365.5
14764,90.6875
14765,659.6875
14766,5846.25
14767,9872.6875
14768,15614.1875
14769,15941.6875
14770,2559.1875
14771,6857.5
14772,733.25
14773,3561.0
14774,433.6875
14775,1412.25
14776,1005.6875
14777,5651.25
14778,5854.25
14779,904.5
14780,9979.0
14781,3058.6875
14782,12858.75
14783,3154.1875
14784,6081.5
14785,890.6875
14786,2574.5
14787,667.25
14788,23.1875
14789,386.1875
14790,2371.5
14791,5287.5
14792,9746.1875
14793,24485.5
14794,1179.25
14795,15220.25
14796,784.6875
14797,2330.25
14798,2991.5
14799,1676.1875
14800,15512.25
14801,4089.5
14802,871.25
14803,10056.1875
14804,10647.1875
14805,6865.5
14806,9033.1875
14807,1950.6875
14808,2639.1875
14809,584.5
14810,562.1875
14811,7.25
14812,755.1875
14813,5850.25
14814,38938.5
14815,48590.6875
14816,1165.6875
14817,7071.1875
14818,8771.1875
14819,6787.5
14820,5240.75
14821,2926.0
14822,11654.75
14823,348.6875
14824,321.5
14825,263.1875
14826,15151.1875
14827,8618.6875
14828,14782.6875
14829,11403.1875
14830,6928.6875
14831,4193.1875
14832,1654.25
14833,384.75
14834,10.25
14835,131.1875
14836,999.5
14837,11124.6875
14838,56016.6875
14839,56850.6875
14840,6401.5
14841,3882.75
14842,1601.0
14843,9718.25
14844,908.1875
14845,5320.0
14846,17938.25
14847,2555.1875
14848,1969.5
14849,568.5
14850,1470.6875
14851,15905.5
14852,6312.1875
14853,13006.75
14854,5034.1875
14855,5906.25
14856,1701.1875
14857,90.5
14858,562.0
14859,33.6875
14860,879.6875
14861,7672.25
14862,47547.0
14863,55773.25
14864,1633.1875
14865,4456.25
14866,7191.6875
14867,4696.25
14868,928.5
14869,2245.1875
14870,6063.5
14871,1104.6875
14872,663.6875
14873,472.5
14874,5104.6875
14875,3262.75
14876,9235.1875
14877,15800.25
14878,12671.1875
14879,6714.0
14880,2440.6875
14881,555.5
14882,615.6875
14883,122.75
14884,1428.5
14885,9398.75
14886,56234.5
14887,50829.6875
14888,1416.5
14889,3967.1875
14890,7394.1875
14891,5773.25
14892,1196.1875
14893,3594.1875
14894,4655.1875
14895,825.5
14896,1168.75
14897,291.5
14898,2869.25
14899,222.1875
14900,11259.25
14901,15612.6875
14902,4545.5
14903,56235.6875
14904,2647.1875
14905,487.5
14906,450.25
14907,95.6875
14908,820.6875
14909,7123.6875
14910,34952.1875
14911,58638.5
14912,904.25
14913,2205.25
14914,6209.5
14915,3630.0
14916,2706.1875
14917,3167.1875
14918,356.25
14919,2334.1875
14920,430.25
14921,428.6875
14922,2715.6875
14923,3412.5
14924,2702.75
14925,3944.75
14926,6418.25
14927,5477.25
14928,1760.75
14929,211.25
14930,518.75
14931,622.6875
14932,29.25
14933,1189.5
14934,13377.5
14935,15726.6875
14936,22099.5
14937,2915.1875
14938,4458.5
14939,11082.5
14940,2810.25
14941,1649.6875
14942,4045.5
14943,1573.25
14944,5024.6875
14945,4012.5
14946,2788.5
14947,505.6875
14948,22061.1875
14949,4961.25
14950,5747.0
14951,7717.25
14952,6086.5
14953,567.25
14954,2624.5
14955,275.1875
14956,7.25
14957,476.1875
14958,4114.25
14959,4568.1875
14960,8667.1875
14961,27439.25
14962,2464.6875
14963,17939.25
14964,470.75
14965,1769.1875
14966,1292.25
14967,23082.5
14968,1898.1875
14969,1338.5
14970,3750.0
14971,4643.5
14972,25120.6875
14973,7921.6875
14974,8627.25
14975,2135.5
14976,2933.25
14977,467.1875
14978,321.5
14979,106.25
14980,430.25
14981,8478.25
14982,50050.6875
14983,62883.1875
14984,3699.6875
14985,1598.5
14986,4233.25
14987,3680.25
14988,1775.25
14989,3180.5
14990,9195.1875
14991,832.5
14992,1691.6875
14993,1087.5
14994,8966.6875
14995,4465.6875
14996,9318.75
14997,4628.25
14998,5063.5
14999,3251.0
15000,2868.25
15001,122.0
15002,132.6875
15003,90.0
15004,810.1875
15005,13767.1875
15006,53204.6875
15007,53730.6875
15008,693.5
15009,4059.6875
15010,2940.5
15011,6251.1875
15012,584.25
15013,4089.6875
15014,14578.5
15015,555.5
15016,278.5
15017,1822.75
15018,14546.6875
15019,11671.5
15020,7495.1875
15021,11543.1875
15022,10343.25
15023,8470.25
15024,2882.5
15025,221.25
15026,395.25
15027,68.1875
15028,1232.25
15029,9588.25
15030,43059.25
15031,58298.0
15032,2171.1875
15033,3450.6875
15034,3677.6875
15035,2551.6875
15036,2655.1875
15037,4591.5
15038,8868.1875
15039,3217.1875
15040,220.75
15041,2976.75
15042,1716.1875
15043,5640.5
15044,10460.6875
15045,6475.6875
15046,10754.5
15047,7028.75
15048,4696.0
15049,588.6875
15050,367.1875
15051,96.1875
15052,528.6875
15053,9669.25
15054,50426.0
15055,60521.1875
15056,1686.6875
15057,3627.5
15058,2058.5
15059,8739.6875
15060,793.1875
15061,4273.25
15062,4147.6875
15063,797.1875
15064,217.0
15065,190.5
15066,6005.6875
15067,17841.1875
15068,5729.1875
15069,6081.5
15070,7226.1875
15071,6306.5
15072,1762.75
15073,484.5
15074,382.5
15075,42.1875
15076,562.1875
15077,8747.0
15078,49290.6875
15079,54888.6875
15080,1269.6875
15081,5992.25
15082,12291.6875
15083,3115.5
15084,3791.1875
15085,1513.5
15086,3485.1875
15087,724.1875
15088,397.1875
15089,931.1875
15090,1293.1875
15091,3996.5
15092,7194.1875
15093,5075.5
15094,4220.1875
15095,9395.25
15096,2681.1875
15097,944.25
15098,1572.6875
15099,246.6875
15100,664.25
15101,575.1875
15102,6822.5
15103,11517.5
15104,16368.75
15105,13429.5
15106,7908.5
15107,6710.0
15108,568.25
15109,576.6875
15110,1246.25
15111,1431.6875
15112,552.1875
15113,4518.6875
15114,3528.0
15115,6162.1875
15116,7462.25
15117,2402.5
15118,15328.6875
15119,1998.6875
15120,7352.75
15121,811.25
15122,2441.5
15123,389.0
15124,1978.25
15125,166.5
15126,3303.1875
15127,4690.6875
15128,11557.25
15129,15105.0
15130,11409.1875
15131,12614.0
15132,3638.25
15133,4402.6875
15134,1339.5
15135,861.25
15136,650.6875
15137,4260.6875
15138,978.1875
15139,3573.6875
15140,10980.6875
15141,3576.25
15142,3095.25
15143,648.25
15144,13555.6875
15145,1106.6875
15146,60.6875
15147,47.1875
15148,1030.5
15149,6963.1875
15150,47938.25
15151,54380.75
15152,3367.25
15153,1321.0
15154,2221.5
15155,907.1875
15156,2175.6875
15157,4266.1875
15158,7312.25
15159,835.6875
15160,1356.6875
15161,6065.1875
15162,13975.6875
15163,16958.1875
15164,6224.75
15165,3906.6875
15166,2843.6875
15167,2025.6875
15168,1600.6875
15169,281.5
15170,65.6875
15171,142.75
15172,725.25
15173,9745.5
15174,57872.1875
15175,54569.25
15176,3080.6875
15177,5862.25
15178,3922.6875
15179,8762.6875
15180,5161.5
15181,8106.1875
15182,14718.6875
15183,494.75
15184,1006.25
15185,581.1875
15186,4118.1875
15187,26245.25
15188,6956.75
15189,9470.0
15190,8174.1875
15191,3926.25
15192,1994.6875
15193,5.6875
15194,183.1875
15195,77.1875
15196,723.6875
15197,8077.5
15198,49618.1875
15199,64569.1875
15200,3275.25
15201,583.25
15202,4446.1875
15203,4466.25
15204,4951.1875
15205,4512.6875
15206,13728.25
15207,1066.1875
15208,1267.1875
15209,2164.25
15210,5227.6875
15211,20109.1875
15212,5646.6875
15213,4221.1875
15214,8990.25
15215,2142.75
15216,2082.1875
15217,200.75
15218,306.0
15219,15.6875
15220,1058.5
15221,9029.25
15222,47552.75
15223,46287.5
15224,1495.25
15225,2929.6875
15226,3134.0
15227,2494.6875
15228,4146.75
15229,8926.0
15230,7822.25
15231,90.1875
15232,38919.25
15233,1076.1875
15234,6512.25
15235,19908.1875
15236,4056.5
15237,780.25
15238,9187.25
15239,3375.6875
15240,4613.1875
15241,425.0
15242,1368.6875
15243,102.25
15244,680.25
15245,8739.6875
15246,41754.1875
15247,55308.6875
15248,355.1875
15249,2205.5
15250,2333.5
15251,4392.75
15252,4734.6875
15253,14782.1875
15254,3950.6875
15255,656.25
15256,707.25
15257,3573.5
15258,2673.25
15259,29274.6875
15260,4900.1875
15261,3270.5
15262,5139.1875
15263,5122.0
15264,3619.25
15265,1550.5
15266,1018.0
15267,208.1875
15268,94.0
15269,1320.25
15270,6290.1875
15271,13421.5
15272,22244.1875
15273,15032.25
15274,3377.25
15275,11880.5
15276,81.25
15277,2368.75
15278,1119.5
15279,3321.25
15280,1601.1875
15281,6345.0
15282,1560.6875
15283,6726.0
15284,2180.1875
15285,2540.0
15286,8774.6875
15287,288.1875
15288,19368.5
15289,1460.25
15290,1215.6875
15291,542.25
15292,1.5
15293,590.25
15294,4848.5
15295,8267.1875
15296,11081.25
15297,20760.1875
15298,6066.6875
15299,5200.25
15300,5422.1875
15301,3304.75
15302,510.6875
15303,3122.1875
15304,4756.5
15305,961.1875
15306,5062.1875
15307,4169.5
15308,4305.6875
15309,10169.6875
15310,15373.25
15311,2994.6875
15312,2571.6875
15313,301.1875
15314,224.6875
15315,126.6875
15316,640.1875
15317,6392.25
15318,45588.75
15319,65346.5
15320,1004.1875
15321,2252.6875
15322,612.25
15323,3304.75
15324,2331.0
15325,3114.5
15326,33315.5
15327,380.75
15328,3112.5
15329,814.1875
15330,25940.1875
15331,11831.6875
15332,2582.75
15333,10266.1875
15334,1870.1875
15335,1200.6875
15336,2484.1875
15337,342.25
15338,171.5
15339,62.1875
15340,1103.1875
15341,8248.1875
15342,53764.25
15343,50225.25
15344,4389.25
15345,2918.25
15346,3403.5
15347,3733.25
15348,1566.5
15349,3866.1875
15350,28529.6875
15351,3106.1875
15352,977.25
15353,642.25
15354,13111.6875
15355,19091.1875
15356,1905.6875
15357,3791.1875
15358,10983.6875
15359,5092.75
15360,1242.25
15361,193.5
15362,132.0
15363,123.5
15364,654.0
15365,7910.1875
15366,48205.6875
15367,55684.75
15368,659.6875
15369,963.6875
15370,1501.5
15371,3351.5
15372,2916.6875
15373,3559.25
15374,15271.5
15375,2488.5
15376,17285.6875
15377,2310.1875
15378,12638.25
15379,15232.6875
15380,5917.1875
15381,8043.1875
15382,11012.75
15383,3692.1875
15384,1945.0
15385,261.5
15386,147.6875
15387,58.5
15388,415.1875
15389,7484.6875
15390,29131.1875
15391,28393.25
15392,1455.25
15393,1557.25
15394,4186.6875
15395,3159.25
15396,35106.6875
15397,1421.25
15398,1943.1875
15399,15533.1875
15400,3903.1875
15401,1197.1875
15402,1847.5
15403,40308.25
15404,927.5
15405,5408.0
15406,7759.5
15407,7073.0
15408,2698.5
15409,81.5
15410,225.0
15411,18.75
15412,996.1875
15413,9950.25
15414,44759.6875
15415,53646.6875
15416,1255.1875
15417,937.6875
15418,1743.5
15419,3890.25
15420,8686.6875
15421,3527.25
15422,2206.6875
15423,607.5
15424,1701.6875
15425,269.0
15426,4661.6875
15427,16922.6875
15428,2536.6875
15429,5187.6875
15430,3835.5
15431,7965.6875
15432,6225.6875
15433,527.25
15434,2303.1875
15435,835.25
15436,589.25
15437,1414.6875
15438,4533.5
15439,9162.25
15440,18451.25
15441,8947.25
15442,9751.5
15443,9927.6875
15444,2707.25
15445,345.25
15446,1141.6875
15447,3136.1875
15448,1144.1875
15449,5154.5
15450,5146.6875
15451,8907.6875
15452,5360.5
15453,164.75
15454,16586.75
15455,6347.1875
15456,4714.75
15457,957.0
15458,1453.6875
15459,560.25
15460,48.1875
15461,534.6875
15462,2536.6875
15463,6147.5
15464,15889.25
15465,21124.6875
15466,6497.5
15467,6765.6875
15468,5403.5
15469,624.6875
15470,1884.25
15471,8254.6875
15472,3397.1875
15473,1525.6875
15474,1593.5
15475,19431.6875
15476,23610.6875
15477,8777.25
15478,7214.75
15479,3682.1875
15480,3554.1875
15481,306.1875
15482,80.75
15483,22.25
15484,261.25
15485,5791.5
15486,44238.5
15487,46428.1875
15488,781.25
15489,580.25
15490,2995.5
15491,13428.6875
15492,1438.6875
15493,9972.6875
15494,20836.1875
15495,1921.6875
15496,1690.5
15497,3842.25
15498,1802.1875
15499,19426.6875
15500,1577.1875
15501,8627.5
15502,12541.5
15503,4175.25
15504,2883.5
15505,470.1875
15506,41.1875
15507,101.1875
15508,654.25
15509,9579.1875
15510,50745.1875
15511,74272.1875
15512,6722.5
15513,14025.5
15514,4281.6875
15515,2193.5
15516,3711.1875
15517,7693.6875
15518,14180.6875
15519,1020.5
15520,943.6875
15521,1070.0
15522,7493.1875
15523,17079.5
15524,4385.0
15525,7691.1875
15526,8835.6875
15527,3196.75
15528,2511.1875
15529,202.25
15530,678.25
15531,38.1875
15532,609.1875
15533,9474.75
15534,56589.6875
15535,45020.6875
15536,203.1875
15537,949.5
15538,849.5
15539,7164.6875
15540,5498.6875
15541,547.1875
15542,8616.6875
15543,547.1875
15544,14231.1875
15545,1775.5
15546,2236.75
15547,23089.25
15548,9702.6875
15549,17618.6875
15550,6200.25
15551,1889.1875
15552,2591.5
15553,498.0
15554,555.6875
15555,68.0
15556,575.25
15557,10391.1875
15558,51346.6875
15559,68300.1875
15560,947.5
15561,406.25
15562,4057.25
15563,2323.5
15564,1450.1875
15565,2632.75
15566,7283.25
15567,223.25
15568,544.5
15569,341.1875
15570,529.1875
15571,36742.25
15572,3995.25
15573,8454.6875
15574,12034.75
15575,6457.5
15576,4889.1875
15577,201.5
15578,442.25
15579,38.6875
15580,637.1875
15581,6099.5
15582,55668.5
15583,39077.25
15584,784.25
15585,3782.1875
15586,1571.6875
15587,8971.25
15588,219.5
15589,3264.75
15590,11824.1875
15591,2276.6875
15592,746.1875
15593,1423.5
15594,4568.25
15595,23695.6875
15596,2828.1875
15597,10165.1875
15598,46793.0
15599,9032.75
15600,4290.25
15601,1814.1875
15602,927.6875
15603,680.5
15604,122.25
15605,366.1875
15606,3038.0
15607,13928.1875
15608,17633.1875
15609,26853.6875
15610,8798.1875
15611,7485.6875
15612,2018.75
15613,367.5
15614,3544.25
15615,2967.25
15616,759.5
15617,4607.1875
15618,1074.6875
15619,14248.25
15620,491.6875
15621,3859.6875
15622,9342.25
15623,6744.1875
15624,1980.25
15625,1434.0
15626,1684.75
15627,117.6875
15628,13.6875
15629,792.5
15630,3628.6875
15631,5057.0
15632,7180.1875
15633,12278.1875
15634,2916.75
15635,13745.5
15636,199.6875
15637,2745.6875
15638,5124.25
15639,267.5
15640,105.6875
15641,3263.1875
15642,3081.5
15643,9366.6875
15644,4347.5
15645,12658.75
15646,1470.25
15647,2981.5
15648,2389.5
15649,266.75
15650,159.6875
15651,201.0
15652,602.75
15653,5750.1875
15654,46282.1875
15655,61855.1875
15656,438.5
15657,1507.6875
15658,3757.25
15659,6240.5
15660,2178.6875
15661,4347.1875
15662,12747.6875
15663,1162.5
15664,1005.25
15665,383.1875
15666,15236.1875
15667,24797.25
15668,744.5
15669,3430.25
15670,3888.6875
15671,1986.5
15672,3467.1875
15673,262.6875
15674,171.5
15675,38.75
15676,1131.1875
15677,4568.25
15678,48557.25
15679,55145.0
15680,1015.25
15681,5573.1875
15682,9443.25
15683,1806.6875
15684,657.5
15685,5163.6875
15686,1465.5
15687,515.6875
15688,328.1875
15689,1758.25
15690,3591.1875
15691,49246.1875
15692,2265.25
15693,15707.1875
15694,12915.6875
15695,2326.5
15696,3434.0
15697,293.5
15698,660.1875
15699,20.5
15700,451.25
15701,9967.25
15702,47080.1875
15703,60605.1875
15704,3308.6875
15705,423.5
15706,3564.1875
15707,955.25
15708,8417.25
15709,1623.1875
15710,1903.25
15711,466.75
15712,72.5
15713,782.75
15714,3746.1875
15715,41894.0
15716,1191.1875
15717,6875.25
15718,2682.6875
15719,43316.1875
15720,4798.1875
15721,33.6875
15722,832.5
15723,124.6875
15724,811.25
15725,10521.6875
15726,45079.25
15727,60582.25
15728,933.6875
15729,1863.5
15730,2268.6875
15731,2055.5
15732,4033.25
15733,3070.1875
15734,3953.25
15735,1143.5
15736,66.6875
15737,1177.25
15738,398.75
15739,32052.6875
15740,2742.6875
15741,956.6875
15742,8590.0
15743,12482.1875
15744,2987.1875
15745,459.25
15746,787.6875
15747,85.5
15748,323.6875
15749,7543.25
15750,43642.75
15751,52560.6875
15752,416.0
15753,535.6875
15754,6315.6875
15755,7122.25
15756,1775.25
15757,3425.6875
15758,393.5
15759,378.0
15760,4029.1875
15761,6387.5
15762,813.1875
15763,23885.6875
15764,175.25
15765,1334.75
15766,36976.6875
15767,6386.5
15768,8230.6875
15769,680.1875
15770,905.6875
15771,494.75
15772,31.5
15773,479.25
15774,6180.6875
15775,12638.25
15776,19173.1875
15777,20582.25
15778,3199.6875
15779,8933.5
15780,1540.1875
15781,781.1875
15782,4918.25
15783,1660.25
15784,1984.6875
15785,20048.6875
15786,6352.5
15787,25075.6875
15788,2090.75
15789,1818.1875
15790,30946.6875
15791,5789.1875
15792,4042.5
15793,718.1875
15794,2712.25
15795,145.1875
15796,173.1875
15797,137.25
15798,5244.6875
15799,6496.25
15800,8625.6875
15801,25376.75
15802,1024.25
15803,4369.0
15804,1666.1875
15805,2346.5
15806,198172.5
15807,2040.5
15808,1031.5
15809,2557.1875
15810,2225.5
15811,9315.1875
15812,16238.6875
15813,4194.6875
15814,4489.1875
15815,2471.5
15816,3127.1875
15817,304.6875
15818,357.1875
15819,42.6875
15820,693.1875
15821,9199.25
15822,44301.1875
15823,55616.6875
15824,2927.5
15825,221.6875
15826,2220.6875
15827,1955.25
15828,1807.25
15829,2388.5
15830,10771.6875
15831,566.0
15832,153.5
15833,10510.6875
15834,4522.5
15835,11090.6875
15836,1822.5
15837,8011.1875
15838,4425.5
15839,2390.25
15840,3037.5
15841,121.1875
15842,294.6875
15843,90.6875
15844,810.1875
15845,6537.1875
15846,52057.6875
15847,52583.1875
15848,1497.6875
15849,6670.6875
15850,10443.6875
15851,4682.0
15852,1257.6875
15853,2092.1875
15854,4998.5
15855,210.25
15856,540.25
15857,2997.1875
15858,3072.5
15859,9043.5
15860,4457.1875
15861,10071.1875
15862,9246.6875
15863,4414.6875
15864,2565.25
15865,268.1875
15866,184.25
15867,92.1875
15868,565.0
15869,7712.25
15870,46648.25
15871,54719.1875
15872,1457.5
15873,998.25
15874,6987.6875
15875,5091.6875
15876,17180.75
15877,3987.6875
15878,3494.1875
15879,231.5
15880,855.6875
15881,418.1875
15882,51252.75
15883,31283.5
15884,2804.25
15885,6149.1875
15886,10737.25
15887,2145.5
15888,6367.5
15889,333.6875
15890,464.25
15891,44.75
15892,544.6875
15893,6923.25
15894,45914.6875
15895,54166.0
15896,1202.25
15897,3138.1875
15898,2974.1875
15899,10533.25
15900,1283.25
15901,6107.1875
15902,10813.5
15903,388.1875
15904,182.5
15905,3078.5
15906,3269.1875
15907,44538.6875
15908,1377.1875
15909,11906.25
15910,7190.6875
15911,5214.6875
15912,4999.1875
15913,503.5
15914,130.6875
15915,67.1875
15916,1293.5
15917,7253.1875
15918,45906.75
15919,56898.5
15920,1194.6875
15921,2504.6875
15922,6171.5
15923,4187.6875
15924,5103.25
15925,4760.1875
15926,2605.0
15927,3189.6875
15928,193.6875
15929,11828.25
15930,9699.6875
15931,11404.5
15932,482.25
15933,516.5
15934,28422.25
15935,8091.5
15936,6502.0
15937,280.25
15938,840.1875
15939,336.5
15940,30.6875
15941,958.1875
15942,3663.6875
15943,13426.1875
15944,21657.5
15945,6756.1875
15946,3660.6875
15947,45762.75
15948,937.1875
15949,2299.5
15950,5711.1875
15951,1855.6875
15952,2746.25
15953,4780.6875
15954,155.6875
15955,1293.1875
15956,4161.0
15957,7030.25
15958,46596.25
15959,18097.25
15960,2436.1875
15961,366.5
15962,419.1875
15963,1678.6875
15964,150.1875
15965,203.1875
15966,1538.75
15967,5256.6875
15968,9910.6875
15969,14165.25
15970,4227.6875
15971,10425.1875
15972,1538.25
15973,2431.5
15974,2064.6875
15975,1818.5
15976,3322.25
15977,63.6875
15978,1364.5
15979,2076.25
15980,8328.6875
15981,4273.6875
15982,10216.75
15983,3333.25
15984,3121.6875
15985,192.6875
15986,164.1875
15987,39.25
15988,689.0
15989,7853.0
15990,22141.6875
15991,73005.1875
15992,2530.75
15993,1512.5
15994,9692.25
15995,2427.5
15996,9105.1875
15997,5181.1875
15998,24488.75
15999,10726.6875
16000,1324.1875
16001,12000.6875
16002,35023.6875
16003,8605.25
16004,1229.1875
16005,4899.1875
16006,4776.5
16007,3387.1875
16008,3004.6875
16009,35.0
16010,10.5
16011,53.5
16012,2645.6875
16013,8609.25
16014,49865.25
16015,62395.25
16016,2176.5
16017,4372.6875
16018,5716.5
16019,1424.75
16020,1858.6875
16021,8994.75
16022,21214.5
16023,733.6875
16024,4781.0
16025,589.1875
16026,4750.6875
16027,21116.25
16028,6914.75
16029,11055.25
16030,11425.6875
16031,2712.1875
16032,4680.5
16033,42.1875
16034,148.6875
16035,64.1875
16036,973.1875
16037,8310.1875
16038,45461.1875
16039,52856.5
16040,2933.1875
16041,1678.6875
16042,1734.75
16043,3146.1875
16044,1602.5
16045,3512.1875
16046,13683.6875
16047,1228.5
16048,4330.6875
16049,2434.1875
16050,28977.1875
16051,9086.5
16052,1992.6875
16053,8949.6875
16054,5831.5
16055,139.5
16056,7526.1875
16057,337.25
16058,610.1875
16059,77.6875
16060,159.1875
16061,8951.1875
16062,38134.25
16063,67503.1875
16064,1494.6875
16065,358.25
16066,4523.1875
16067,657.5
16068,5010.6875
16069,4960.25
16070,7543.5
16071,1195.5
16072,623.6875
16073,3040.25
16074,1012.25
16075,23325.5
16076,3553.0
16077,12549.5
16078,7995.6875
16079,3989.0
16080,3583.5
16081,656.5
16082,378.25
16083,175.1875
16084,938.1875
16085,7440.6875
16086,49304.6875
16087,62212.25
16088,1245.6875
16089,1566.0
16090,5323.6875
16091,5019.1875
16092,2310.25
16093,303.6875
16094,1543.1875
16095,879.6875
16096,88.6875
16097,588.5
16098,648.1875
16099,31851.25
16100,1515.1875
16101,5064.25
16102,4522.5
16103,7007.1875
16104,6564.0
16105,433.5
16106,597.5
16107,271.5
16108,78.0
16109,553.5
16110,4388.5
16111,14353.25
16112,17696.1875
16113,17220.1875
16114,3300.6875
16115,10974.6875
16116,2876.75
16117,1062.6875
16118,1171.5
16119,875.6875
16120,456.1875
16121,1135.6875
16122,878.25
16123,27363.5
16124,1627.25
16125,721.0
16126,3417.6875
16127,24187.5
16128,3609.1875
16129,972.1875
16130,76.1875
16131,94.6875
16132,26.75
16133,4948.1875
16134,7012.25
16135,10221.5
16136,22014.1875
16137,33505.6875
16138,2949.5
16139,9453.6875
16140,591.1875
16141,2546.5
16142,3475.6875
16143,629.0
16144,1336.5
16145,285.6875
16146,25773.5
16147,3194.1875
16148,2308.75
16149,3004.25
16150,5572.25
16151,2934.5
16152,2207.25
16153,245.0
16154,68.1875
16155,15.6875
16156,955.5
16157,6836.5
16158,46236.25
16159,56035.5
16160,2377.1875
16161,1458.5
16162,6267.25
16163,5218.25
16164,4107.25
16165,3511.5
16166,9532.1875
16167,1743.1875
16168,624.6875
16169,949.25
16170,31435.6875
16171,14073.6875
16172,3071.6875
16173,9036.6875
16174,2553.6875
16175,1499.6875
16176,3598.5
16177,353.1875
16178,25.25
16179,34.75
16180,1542.6875
16181,7827.1875
16182,53389.1875
16183,70902.25
16184,3956.6875
16185,5402.5
16186,5392.6875
16187,2112.25
16188,748.0
16189,7120.6875
16190,5957.25
16191,4851.5
16192,348.25
16193,377.6875
16194,13845.6875
16195,13213.6875
16196,1972.1875
16197,9427.1875
16198,4946.1875
16199,515.25
16200,5097.25
16201,184.6875
16202,212.5
16203,86.1875
16204,928.5
16205,6540.1875
16206,49407.25
16207,44009.1875
16208,132.6875
16209,532.25
16210,3108.1875
16211,3378.1875
16212,125.25
16213,7061.25
16214,1531.5
16215,3958.6875
16216,453.5
16217,263.1875
16218,8595.5
16219,20237.1875
16220,3603.6875
16221,10201.5
16222,5703.6875
16223,1845.25
16224,3678.5
16225,80.25
16226,144.6875
16227,14.25
16228,625.25
16229,8748.25
16230,57764.25
16231,47039.1875
16232,1675.25
16233,1483.5
16234,5506.25
16235,4346.1875
16236,213.6875
16237,6335.6875
16238,4075.25
16239,3326.75
16240,938.25
16241,162.25
16242,19462.25
16243,12848.6875
16244,3897.1875
16245,5672.75
16246,4096.25
16247,5487.6875
16248,5828.5
16249,292.6875
16250,378.6875
16251,73.6875
16252,1016.5
16253,9904.1875
16254,48945.1875
16255,57437.1875
16256,1895.1875
16257,3326.1875
16258,3747.25
16259,2917.6875
16260,3111.6875
16261,13707.1875
16262,9218.25
16263,10691.5
16264,2685.6875
16265,655.6875
16266,2440.1875
16267,8913.1875
16268,482.1875
16269,8645.5
16270,50013.1875
16271,4600.6875
16272,5797.25
16273,887.1875
16274,696.6875
16275,235.25
16276,113.1875
16277,1762.5
16278,8745.1875
16279,13056.25
16280,16075.1875
16281,23714.1875
16282,6687.25
16283,8506.25
16284,8553.6875
16285,3028.6875
16286,400.25
16287,1256.1875
16288,418.6875
16289,1050.6875
16290,20843.6875
16291,5733.5
16292,172.1875
16293,24473.1875
16294,43382.5
16295,7274.25
16296,5230.75
16297,189.6875
16298,2504.1875
16299,148.5
16300,84.1875
16301,388.6875
16302,2974.6875
16303,6333.0
16304,10923.5
16305,22379.1875
16306,9932.6875
16307,13458.1875
16308,765.0
16309,204.5
16310,779.6875
16311,1474.5
16312,704.25
16313,4069.6875
16314,15878.1875
16315,940.6875
16316,1749.6875
16317,8383.6875
16318,2443.6875
16319,1015.25
16320,5269.0
16321,131.1875
16322,78.6875
16323,36.5
16324,288.5
16325,3491.0
16326,27643.1875
16327,26680.6875
16328,5450.6875
16329,7378.25
16330,770.0
16331,1709.1875
16332,2100.6875
16333,1226.25
16334,2496.1875
16335,1896.1875
16336,1760.5
16337,4294.6875
16338,22975.25
16339,3573.1875
16340,3018.5
16341,8415.6875
16342,4368.1875
16343,2656.1875
16344,2226.0
16345,150.1875
16346,186.6875
16347,42.5
16348,998.25
16349,10015.25
16350,47877.25
16351,43689.5
